Current_Density_A_cm2,Temperature_K,Cell_Voltage_V
0.5618101782710437,318.70234102415435,1.2851573829388498
1.4260714596148742,317.81872794432,0.4491320680581573
1.0979909127171077,357.37527483126223,0.9472239607737829
0.8979877262955549,317.9727719909704,0.9125184141745318
0.23402796066365478,319.31698356771784,1.7825949345918977
0.23399178050430397,348.56389574507784,1.9534524405839795
0.08712541825229919,329.9843905470324,2.360838226498973
1.2992642186624028,349.60263341731087,0.7050185703117998
0.9016725176148133,306.92196945386314,0.8258494497883698
1.0621088666940683,332.2542716204031,0.8433291873753073
0.03087674144370367,305.01681601099693,2.7627737767362084
1.4548647782429915,306.7591922073213,0.3441432265102238
1.2486639612006325,357.3862472006647,0.810716526576016
0.31850866601741423,311.3547222670557,1.580499544789844
0.2727374508106509,334.945240936513,1.7729655777610043
0.2751067647801507,327.6657361560424,1.76622325942022
0.4563633644393066,323.8405995755306,1.4051327995095073
0.7871346474483567,356.9900007412364,1.2291842526677046
0.6479175279631737,304.30940380652936,1.0439534322485446
0.43684371029706287,342.8273811705353,1.5565741542873381
0.9177793420835691,360.803666052813,1.1614396276173975
0.20924079097806275,336.61009100771054,1.9678815686415525
0.43821697280282723,359.2093477219855,1.6824982821554582
0.5495427649405376,306.13547275716144,1.208481750822292
0.6841049763255539,328.1275991444497,1.1548931905822402
1.1777639420895203,318.6094674577231,0.6509666032556457
0.2995106732375396,346.8492578988438,1.801421378262141
0.7713516576204174,361.8778254298348,1.3159152328697141
0.8886218532930636,318.3918037466549,0.8907675469391865
0.06967561907999659,342.2504760884445,2.590908626795764
0.9113172778521575,314.8858579655844,0.8902929355262768
0.2557861855309373,336.9198152742966,1.8841180992360247
0.09757738947791927,330.8359492013002,2.321909089046915
1.42332830588,361.3203197778922,0.7204173508171212
1.448448049611839,339.51163636178796,0.5999667333879215
1.2125960221746916,323.97038232520913,0.6475295775170226
0.45692065376005603,309.845747093276,1.3097346620242063
0.1465081710095758,312.0748097240961,1.9657375973414615
1.0263495397682354,316.51901579707413,0.7917549041965873
0.660228740609402,318.0579996804179,1.1046335103933456
0.18305735226716824,354.03696347046827,2.1277908170522286
0.7427653651669053,336.6733672969515,1.1757508946482291
0.05158278167282759,334.403454682462,2.6838252785370345
1.3639806031181732,309.88613231215305,0.4557815925618945
0.3881699724000254,354.6083816009661,1.7145504804101803
0.993783426530973,346.36885819250904,1.0113912185893361
0.46756661413411643,307.0601017140001,1.2900458310090293
0.7801020317667162,345.47010583378614,1.1685696867674764
0.8200654190149195,335.61229304055877,1.0681423376373445
0.27728168328829056,307.9035207448067,1.6442408018377426
1.4543769416468377,330.4980384917194,0.5133107904589808
1.1626992350416718,332.08177722780283,0.7604162571968356
1.4092484123462836,312.94647240979657,0.45137265582973074
1.3422410256414732,359.7418888200169,0.7411109011943737
0.8968499682166278,353.9985222888397,1.1539649809289725
1.3828113525346752,343.1413402397465,0.6614745002355357
0.13273875307787925,330.73773366003644,2.182515305769226
0.2939742936287178,327.7059324950705,1.7485661017702048
0.0678409333658071,342.05840802905726,2.552484322013023
0.4879954961448965,335.72591216441435,1.4431780016954519
0.583015934534223,306.73638635291314,1.1468886844404076
0.40702354766084387,333.7501589262199,1.5704011328187246
1.243106263727894,351.38421703397034,0.7773432670343712
0.5351299900403839,330.5543926558175,1.3774366449765578
0.42140176453107114,306.1173946532561,1.3961610882166395
0.8140441247373726,350.176691963042,1.190758954646437
0.21138633746214397,315.0818269281585,1.8284542141864737
1.2032954711310595,318.5172500932823,0.6153629310156418
0.11182596551965623,312.88238120593775,2.134147317454796
1.480330404900776,322.81290389228985,0.4525332549709725
1.1583671539449862,348.4050903413181,0.8686569511736176
0.2980735223012586,334.16315157023627,1.7429065838237392
0.008283175685403599,315.29287644904275,3.4804999891215553
1.2231921426822512,355.66980468912243,0.8005123642850088
1.0602860157714256,355.77491129709176,0.9614852237199294
1.0935107520614809,355.2347055027604,0.988661190918914
1.1569055200289187,317.3277726828924,0.6422589896819196
0.11106697760113554,330.07436065085926,2.2615997059235493
0.5376985928164089,362.0993793684525,1.5685220154527382
0.17380358928769457,349.3207485785994,2.1099592584694817
1.2946551388133902,304.6300452735336,0.4778080816838303
0.9349471902413369,306.91227547562954,0.8214625168051625
0.4963470372789738,330.83588260873995,1.413599798882537
0.09533752542903545,357.5532123516936,2.5598767976204133
0.4664734825734933,335.32210787716286,1.4467832663032945
0.48777498304012057,332.8687504820574,1.4579901732695415
1.0944092675070962,309.3284219973978,0.6707521112252303
0.9563362070328196,342.4068062834576,1.0114769786301052
1.3308191138644898,352.3261896360135,0.7386141927836326
0.7083223877429239,325.82520045045374,1.122879510148238
0.17939136890745255,349.5367110555196,2.123796514497531
1.0698671808344926,360.8685992340487,0.9678512963461087
1.1411775729253462,315.22598754766136,0.6809263913846793
0.8419157963542443,334.3997778716845,1.0611340934398263
1.1564507699318414,320.22827748507456,0.6984370591106168
0.7406933945465861,350.57126514203037,1.2736728638322334
0.784099244072991,337.65560195286946,1.138594837095147
0.6413115275378245,341.0749450530182,1.3041410744548951
0.03812869011614278,350.87484957695364,2.9152507410963167
0.16183714048995668,326.7582283597473,2.023900777987322
0.04714377853010138,357.9054041044226,2.8907927212730717
0.9546156168956705,334.9817320347684,0.9817881367499208
0.47153397161449,312.4772893701209,1.3314423691370725
0.7628560367470542,344.7539470901281,1.196020569811391
1.3613497108891395,350.59568102629527,0.6756462318656676
0.3739383437233124,322.0057006240516,1.5605508590369743
0.6155743845534446,354.43075541992516,1.4234845539196974
1.133326707814573,357.36859528594596,0.9673489877278598
0.3431972482374337,319.6142692426685,1.5564262336778008
0.11546986474318949,362.0112883629133,2.4214531170380553
0.43462717937065204,311.4426916829255,1.3861028912023612
0.24183193088100663,315.1209401041494,1.761196924014263
1.3945464785138597,314.05349035428156,0.4423376768589434
1.2121805693466254,356.63938260047223,0.8387923560333129
0.9501056347656351,342.2575531394977,1.0184733237278925
1.3071908852815766,312.12625699333637,0.5229270348623015
1.2055081153486717,329.41940510210094,0.6803137685968283
0.27985508832905376,339.91788150418813,1.8415549158892779
1.3388384977349665,308.007845099363,0.48053327022121173
0.8090133628734761,355.9449821044403,1.2190728099508614
1.2111602327460937,351.2162121264921,0.82617688736515
1.3441369498852398,333.3124064145983,0.6155817228180674
0.4770052124577958,361.02759691555025,1.6028910105051177
0.16507788679151514,328.06565875650597,2.035922871238991
0.3419027438129125,362.04661914218985,1.7877762250183338
0.6406616829393845,343.0751999282176,1.3314301151752954
1.2270221488837396,341.08027639523647,0.7189939203120356
1.2910958748845152,312.9572937177471,0.5571544414680805
0.010428195796786055,355.91566549827866,3.610416075941558
0.7661209538663486,328.6493812752369,1.0909522348225411
0.6261165047231685,312.7340043469488,1.1355332668952838
0.3331617157060954,303.75645119854556,1.490609550606351
0.1797980510005242,336.585341018303,2.068650827031464
0.5064227571054419,334.6439773273606,1.3733684735072678
1.4143645558687787,346.1612173421495,0.6482508143230984
0.48480439803113284,356.4154831810681,1.5887938447749415
0.7781859326150491,307.76439507858174,0.9336463140649548
1.0545284383427669,346.8897894204217,0.9131769336534702
0.545444403568941,314.2447166458549,1.285233518475428
1.457673124081441,354.4906231894298,0.6175971761604256
1.4436709424131668,352.1438108316994,0.6110485196207165
0.37767344373804623,335.44762529913265,1.6344963118510114
0.7458727588385782,345.6145679173987,1.224251424900468
0.4513174647251545,321.8610067910249,1.4015674278599446
0.4272607415662014,331.27007393596887,1.5154260286299626
0.05533042103179919,352.2982138626283,2.731118205160912
0.9143465009698453,330.55591183039286,0.985652484050565
0.7540185348432922,324.4678959195265,1.1035458573189452
0.07721812687498403,332.652746835018,2.4730772377689583
0.41796969635491715,352.6949551462331,1.6605123189266118
1.3623988289499804,323.11248284225235,0.5631823414034212
0.35934283600045863,313.4256955881446,1.5095057909892526
0.21734230813683464,345.7208412198469,1.967636190796661
0.7341791404163445,352.5586927624849,1.2801050154743412
1.478475681165901,309.038248711412,0.3881604570823838
0.3630829072672506,317.3924467653567,1.5068220274421782
1.0082033211088177,311.51831938565965,0.7565076746601422
1.1424294229930765,323.87648469493,0.7280089117908841
0.3564563159885995,330.02105873432475,1.6128226727831605
1.0923245229177894,347.9295802177984,0.8879952110671596
0.5516746990788799,342.06885509290044,1.4334792102558518
0.9484587458903693,340.25571404870584,1.0367444425393668
0.950294566141342,324.1424967965793,0.895904356848662
0.8036620261121377,353.4868531850856,1.188808314666532
0.13543465508161245,331.27723004388986,2.1293959864483925
1.252953743383857,361.7462962809093,0.8573053610174194
0.48117009745760375,341.0485282977442,1.516749449999513
0.27977776559978135,310.57588449387015,1.6480553914027858
0.061162712332145874,343.57065372452604,2.647877989889978
0.8863394147823627,322.5062409259019,0.9297520312241709
1.0163465427634235,344.17963180116584,0.9305619918535561
0.024881743391784228,307.17846888974435,2.9035380498361985
0.7681395874489214,313.4928862305576,1.0204928936050748
0.33974366279690693,354.34423553434715,1.7574414484609415
0.9677591856141747,316.6307734214109,0.862759797707122
0.26154964350748716,353.2224675145764,1.9442310650937438
1.0364066071536988,319.7565653072646,0.815956325339559
0.5801030194508061,341.57291460352246,1.3471971630931965
1.4050949831051018,344.6490344105899,0.5940770834768071
0.20628141621898988,333.7592851887032,1.945321811335583
0.5115995265753878,321.31864060180385,1.346580786505839
0.1702102818608836,315.75866258226574,1.9809003083830994
1.387040427417844,304.99136127374555,0.4126874015254095
1.3160090300714715,321.23678407444345,0.550875448817156
0.3869124415727334,342.189767431877,1.6170370386081032
0.9899760690512686,359.29828910690895,1.0914265249162323
1.2258333003018238,355.27226893578313,0.8170956880460555
0.8328012173991934,348.9638865921182,1.1839168102720468
0.7944758675340098,350.3068405951979,1.1911753205365343
0.3627784363506775,342.89909420855975,1.7124711995315143
0.13965415170884882,318.6172114539602,2.0816938644392917
1.34582363692999,357.4317018423498,0.7450583501217486
1.3506270857449958,343.24393871435007,0.6482464389091723
0.9496521859099019,336.6264378588264,0.9606558457114182
0.508544686573051,309.65936815280884,1.2790529296047426
0.5238143619189913,329.8233326283855,1.3735910689286084
1.088933518305359,330.62149627211556,0.7948890281858448
